Date,Open,High,Low,Close,Volume
10/13/2021,141.24,141.4,139.2,140.91,"78,762,719"
10/14/2021,142.11,143.88,141.51,143.76,"69,907,102"
10/15/2021,143.77,144.9,143.51,144.84,"67,940,328"
10/18/2021,143.45,146.84,143.16,146.55,"85,589,188"
10/19/2021,147.01,149.17,146.55,148.76,"76,378,891"
10/20/2021,148.7,149.75,148.12,149.26,"58,418,793"
10/21/2021,148.81,149.64,147.87,149.48,"61,420,992"
10/22/2021,149.69,150.18,148.64,148.69,"58,883,441"
10/25/2021,148.68,149.37,147.62,148.64,"50,720,559"
10/26/2021,149.33,150.84,149.01,149.32,"60,893,398"
10/27/2021,149.36,149.73,148.49,148.85,"56,094,930"
10/28/2021,149.82,153.17,149.72,152.57,"100,077,906"
10/29/2021,147.22,149.94,146.41,149.8,"124,953,203"
11/01/2021,148.99,149.7,147.8,148.96,"74,588,258"
11/02/2021,148.66,151.57,148.65,150.02,"69,121,992"
11/03/2021,150.39,151.97,149.82,151.49,"54,511,527"
11/04/2021,151.58,152.43,150.64,150.96,"60,394,621"
11/05/2021,151.89,152.2,150.06,151.28,"65,463,879"
11/08/2021,151.41,151.57,150.16,150.44,"55,020,871"
11/09/2021,150.2,151.43,150.06,150.81,"56,787,930"
11/10/2021,150.02,150.13,147.85,147.92,"65,187,090"
11/11/2021,148.96,149.43,147.68,147.87,"40,999,953"
11/12/2021,148.43,150.4,147.48,149.99,"63,804,008"
11/15/2021,150.37,151.88,149.43,150.0,"59,222,801"
11/16/2021,149.94,151.49,149.34,151.0,"59,256,207"
11/17/2021,151.0,155.0,150.99,153.49,"88,807,000"
11/18/2021,153.71,158.67,153.05,157.87,"137,827,703"
11/19/2021,157.65,161.02,156.53,160.55,"117,305,602"
11/22/2021,161.68,165.7,161.0,161.02,"117,467,906"
11/23/2021,161.12,161.8,159.06,161.41,"96,041,906"
11/24/2021,160.75,162.14,159.64,161.94,"69,463,617"
11/26/2021,159.57,160.45,156.36,156.81,"76,959,750"
11/29/2021,159.37,161.19,158.79,160.24,"88,748,227"
11/30/2021,159.99,165.52,159.92,165.3,"174,048,094"
12/01/2021,167.48,170.3,164.53,164.77,"152,423,016"
12/02/2021,158.74,164.2,157.8,163.76,"136,739,203"
12/03/2021,164.02,164.96,159.72,161.84,"118,023,102"
12/06/2021,164.29,167.88,164.28,165.32,"107,497,000"
12/07/2021,169.08,171.58,168.34,171.18,"120,405,398"
12/08/2021,172.13,175.96,170.7,175.08,"116,998,898"
12/09/2021,174.91,176.75,173.92,174.56,"108,923,695"
12/10/2021,175.21,179.63,174.69,179.45,"115,402,703"
12/13/2021,181.12,182.13,175.53,175.74,"153,236,984"
12/14/2021,175.25,177.74,172.21,174.33,"139,380,406"
12/15/2021,175.11,179.5,172.31,179.3,"131,063,297"
12/16/2021,179.28,181.14,170.75,172.26,"150,185,797"
12/17/2021,169.93,173.47,169.69,171.14,"195,923,391"
12/20/2021,168.28,170.58,167.46,169.75,"107,499,102"
12/21/2021,171.56,173.2,169.12,172.99,"91,185,914"
12/22/2021,173.04,175.86,172.15,175.64,"92,135,297"
12/23/2021,175.85,176.85,175.27,176.28,"68,356,570"
12/27/2021,177.09,180.42,177.07,180.33,"74,919,586"
12/28/2021,180.16,181.33,178.53,179.29,"79,144,336"
12/29/2021,179.33,180.63,178.14,179.38,"62,348,930"
12/30/2021,179.47,180.57,178.09,178.2,"59,773,008"
12/31/2021,178.09,179.23,177.26,177.57,"64,062,262"
01/03/2022,177.83,182.88,177.71,182.01,"104,701,203"
01/04/2022,182.63,182.94,179.12,179.7,"99,310,438"
01/05/2022,179.61,180.17,174.64,174.92,"94,537,602"
01/06/2022,172.7,175.3,171.64,172.0,"96,903,961"
01/07/2022,172.89,174.14,171.03,172.17,"86,709,148"
01/10/2022,169.08,172.5,168.17,172.19,"106,765,602"
01/11/2022,172.32,175.18,170.82,175.08,"76,138,312"
01/12/2022,176.12,177.18,174.82,175.53,"74,805,172"
01/13/2022,175.78,176.62,171.79,172.19,"84,505,758"
01/14/2022,171.34,173.78,171.09,173.07,"80,440,781"
01/18/2022,171.51,172.54,169.41,169.8,"91,168,727"
01/19/2022,170.0,171.08,165.94,166.23,"94,814,992"
01/20/2022,166.98,169.68,164.18,164.51,"91,420,523"
01/21/2022,164.42,166.33,162.3,162.41,"122,848,898"
01/24/2022,160.02,162.3,154.7,161.62,"162,706,703"
01/25/2022,158.98,162.76,157.02,159.78,"115,798,398"
01/26/2022,163.5,164.39,157.82,159.69,"108,275,297"
01/27/2022,162.45,163.84,158.28,159.22,"121,954,602"
01/28/2022,165.71,170.35,162.8,170.33,"179,935,703"
01/31/2022,170.16,175.0,169.51,174.78,"115,541,602"
02/01/2022,174.01,174.84,172.31,174.61,"86,213,914"
02/02/2022,174.75,175.88,173.33,175.84,"84,914,258"
02/03/2022,174.48,176.24,172.12,172.9,"89,418,070"
02/04/2022,171.68,174.1,170.68,172.39,"82,465,398"
02/07/2022,172.86,173.95,170.95,171.66,"77,251,203"
02/08/2022,171.73,175.35,171.43,174.83,"74,829,219"
02/09/2022,176.05,176.65,174.9,176.28,"71,285,039"
02/10/2022,174.14,175.48,171.55,172.12,"90,865,906"
02/11/2022,172.33,173.08,168.04,168.64,"98,670,688"
02/14/2022,167.37,169.58,166.56,168.88,"86,185,531"
02/15/2022,170.97,172.95,170.25,172.79,"64,286,320"
02/16/2022,171.85,173.34,170.05,172.55,"61,177,398"
02/17/2022,171.03,171.91,168.47,168.88,"69,589,344"
02/18/2022,169.82,170.54,166.19,167.3,"82,772,672"
02/22/2022,164.98,166.69,162.15,164.32,"91,162,758"
02/23/2022,165.54,166.15,159.75,160.07,"90,009,250"
02/24/2022,152.58,162.85,152.0,162.74,"141,147,500"
02/25/2022,163.84,165.12,160.87,164.85,"91,974,227"
